,2018,2019,2020,2021,2022
revenue,1040000.0,3259000.0,5103000.0,13956000.0,34421000.0
net_income,-6266000.0,-10502000.0,-5641000.0,-14427000.0,-26665000.0
eps_diluted,-0.44,-0.53,-0.26,0.58,1.07
depreication,110000.0,269000.0,373000.0,330000.0,568000.0
cash_and_equiv,0.0,20174000.0,73639000.0,55511000.0,18164000.0
long_term_assets,0.0,1659000.0,4075000.0,23883000.0,10806000.0
