,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,282801.0,1799048.0,8190781.0,13907401.0,20069750.0,8215791.0,25909500.0,30014405.0,36507000.0,24294000.0,35724000.0,48767000.0,32756000.0,15284000.0
revenue,0.0,3004445.0,4849470.0,7691704.0,10947361.0,16817403.0,27331092.0,11408672.0,16971000.0,23433000.0,28162000.0,32495000.0,127358000.0,138584000.0
net_income,0.0,-5423161.0,-9219220.0,-9417958.0,-14556885.0,-17710476.0,-13356425.0,-5626984.0,-2499000.0,-5224000.0,-7038000.0,-6010000.0,-26985000.0,-28948000.0
long_term_debt,0.0,9386863.0,7019834.0,23060004.0,27461755.0,27531089.0,28410938.0,31347114.0,33529000.0,13079000.0,20880000.0,54858000.0,69114000.0,69465000.0
long_term_assets,0.0,1138513.0,1612567.0,1934708.0,2025664.0,1989701.0,1648952.0,2323226.0,3134000.0,9220000.0,19622000.0,56130000.0,80975000.0,97312000.0
depreication,0.0,0.0,273528.0,187749.0,79232.0,153670.0,0.0,0.0,0.0,0.0,0.0,1530000.0,2744000.0,2827000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.74,-0.6,-0.65,-0.69
