,2020,2021,2022
revenue,10313512.0,14690295.0,13272075.0
net_income,-164029.0,506769.0,-1288205.0
eps_diluted,-0.02,0.06,-0.14
depreication,485826.0,605253.0,701461.0
cash_and_equiv,0.0,3896812.0,2915470.0
long_term_assets,0.0,18250238.0,20862908.0
