,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,5378000.0,5961000.0,17748000.0,58289000.0,58484000.0,58122000.0,68947000.0,81912000.0,77976000.0,220372000.0,90878000.0,180520000.0
net_income,0.0,-19334000.0,-8632000.0,-9372000.0,-3518000.0,409000.0,-631000.0,3733000.0,836000.0,-7210000.0,-3601000.0,-13653000.0
depreication,0.0,2624000.0,1513000.0,1605000.0,1863000.0,2086000.0,2068000.0,2838000.0,4324000.0,7337000.0,10538000.0,11021000.0
long_term_debt,0.0,0.0,46410000.0,70774000.0,85562000.0,67732000.0,72448000.0,244757000.0,65992000.0,103561000.0,157575000.0,150776000.0
long_term_assets,0.0,0.0,29909000.0,28350000.0,27998000.0,30228000.0,35361000.0,60664000.0,101106000.0,374624000.0,575716000.0,465775000.0
eps_diluted,0.0,0.0,0.0,0.0,-0.07,0.01,-0.01,0.06,0.01,-0.11,-0.05,-0.19
revenue,0.0,0.0,0.0,0.0,0.0,162090000.0,55403000.0,72335000.0,92263000.0,127885000.0,173599000.0,208345000.0
