,2020,2021,2022
revenue,30863000.0,35806000.0,46833000.0
net_income,-77572000.0,-68292000.0,-22438000.0
eps_diluted,-0.48,-0.42,-0.46
depreication,3942000.0,4718000.0,4401000.0
cash_and_equiv,0.0,2668000.0,265240000.0
long_term_assets,0.0,32035000.0,49875000.0
