,2016,2017,2018,2019,2020,2021,2022,2023
cash_and_equiv,77136000.0,53186000.0,25575000.0,76100000.0,257700000.0,430900000.0,348800000.0,436100000.0
revenue,0.0,917634000.0,968468000.0,255013000.0,455595000.0,560702000.0,2659800000.0,668800000.0
net_income,0.0,-263930000.0,-43454000.0,-84421000.0,-13725000.0,-270500000.0,-3960200000.0,-123100000.0
eps_diluted,0.0,-160.83,-1.11,-0.28,-0.05,-0.2,-6.24,-0.21
long_term_debt,0.0,2628808000.0,2634236000.0,2288609000.0,4909593000.0,7358280000.0,1559800000.0,1497900000.0
long_term_assets,0.0,3561203000.0,3301062000.0,3298295000.0,13643134000.0,18545800000.0,12549700000.0,12288000000.0
depreication,0.0,228463000.0,237225000.0,200542000.0,303150000.0,537815000.0,710500000.0,178100000.0
