,2020,2021,2022
revenue,2648322.0,3677896.0,5385077.0
net_income,-10683561.0,-9057163.0,-12091540.0
eps_diluted,-0.9,-2.4,-2.55
cash_and_equiv,1469952.0,3475695.0,1254494.0
long_term_assets,2728461.0,2900423.0,3537517.0
depreication,406240.0,573755.0,760497.0
