,2018,2019,2020,2021,2022
revenue,43656954.0,64428000.0,133564000.0,167982000.0,160670000.0
net_income,376116.0,-6177000.0,-3115000.0,-72355000.0,-120380000.0
depreication,922351.0,1868000.0,4460000.0,8281000.0,9497000.0
cash_and_equiv,0.0,105603153.0,111218000.0,285668000.0,45673000.0
long_term_assets,0.0,7927366.0,22167000.0,147313000.0,315236000.0
eps_diluted,0.0,0.0,-0.76,-0.16,-0.27
