,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,4972000.0,5097000.0,10159000,16395000,18127000,26452000,17680000
revenue,0.0,40958000.0,11491000,35146000,113593000,126208000,135157000
depreication,0.0,757000.0,849000,1380000,3097000,3399000,3183000
net_income,0.0,0.0,-2809000,-10963000,-9007000,-13288000,-7003000
long_term_debt,0.0,0.0,16875000,72603000,64376000,68512000,61720000
long_term_assets,0.0,0.0,25143000,151843000,154797000,141957000,136210000
