,2019,2020,2021,2022
revenue,665000000.0,823000000.0,1705000000.0,2731000000.0
net_income,-209000000.0,-248000000.0,-487000000.0,-275000000.0
eps_diluted,-1.08,-1.25,-1.68,-0.72
cash_and_equiv,150000000.0,582000000.0,809000000.0,547000000.0
depreication,7000000.0,27000000.0,21000000.0,24000000.0
long_term_assets,0.0,103000000.0,250000000.0,354000000.0
