,2020,2021,2022
revenue,134427000.0,165945000.0,95799000.0
net_income,-77846000.0,-339396000.0,-42288000.0
eps_diluted,-1.15,0.0,-9.59
cash_and_equiv,53343000.0,26016000.0,7720000.0
long_term_assets,485978000.0,203284000.0,97635000.0
depreication,11702000.0,11251000.0,6179000.0
