,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,100542000.0,48699000.0,20403000.0,29472000.0,8946000.0,4829000.0,-150397000.0,241850000.0,205457000.0
depreication,127961000.0,137865000.0,156668000.0,178217000.0,180255000.0,222211000.0,231391000.0,157791000.0,128368000.0
eps_diluted,0.0,1.53,1.03,0.35,0.11,0.05,-2.13,2.84,3.36
cash_and_equiv,0.0,116426000.0,133776000.0,231465000.0,114607000.0,128835000.0,121176000.0,275281000.0,117289000.0
long_term_debt,0.0,2414117000.0,2669078000.0,2863073000.0,3189041000.0,3309287000.0,3102264000.0,3058340000.0,3278025000.0
long_term_assets,0.0,2720265000.0,3276314000.0,3278559000.0,3747561000.0,3832557000.0,3515297000.0,2761818000.0,3124755000.0
revenue,0.0,0.0,0.0,1642139000.0,431471000.0,460786000.0,1182445000.0,1617899000.0,1663786000.0
