,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,1147.0,103.0,1847.0,3115.0,2225.0,0.0,145790.0,436.0,11857.0,42242.0,18579.0,159.0,91690.0,331506.0,208324.0,165546.0,166911.0,537198.0,247862,264840.0,90601.0
net_income,0.0,-575208.0,-419145.0,-165281.0,-338286.0,-325438.0,-757574.0,-902050.0,-523922.0,-680231.0,-641144.0,-871161.0,-161525.0,-327952.0,-955982.0,-1168063.0,-2110399.0,-1308776.0,-1312511,-4154799.0,-753516.0
long_term_assets,0.0,10064.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,2318731.0,2056947.0,2463338.0,2045618.0,2754354.0,2200959,539481.0,1131154.0
depreication,0.0,9244.0,10064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57500.0,261784.0,331275.0,437720.0,529486.0,648395,0.0,0.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,597743.0,136601.0,143249.0,324318.0,260975.0,74555.0,940647.0,498395.0,1264214.0,1231647.0,7069004.0,4143169.0,5488088,2050000.0,0.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.81,-0.14
