,2018,2019,2020,2021,2022
revenue,13420000.0,17440000.0,5528000.0,64891000.0,141089000.0
net_income,-391000.0,-1224000.0,-6849000.0,-10295000.0,-764000.0
eps_diluted,-0.08,-0.15,-0.82,-1.21,-0.08
depreication,51000.0,110000.0,180000.0,396000.0,355000.0
cash_and_equiv,0.0,38044000.0,9259000.0,40430000.0,35782000.0
long_term_assets,0.0,34909000.0,103601000.0,120201000.0,158960000.0
