,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,300000000.0,238000000.0,425000000.0,885000000.0,1059000000.0,1266000000.0,1046000000.0,1158000000.0,1136000000.0,1130000000.0
revenue,0.0,6934000000.0,2048000000.0,1978000000.0,1872000000.0,1914000000.0,2029000000.0,2259000000.0,9853000000.0,9569000000.0
net_income,0.0,-7000000.0,-29000000.0,88000000.0,-107000000.0,74000000.0,90000000.0,151000000.0,990000000.0,442000000.0
eps_diluted,0.0,-0.02,-0.08,0.23,-0.28,0.19,0.23,0.35,2.28,1.04
depreication,0.0,392000000.0,408000000.0,385000000.0,391000000.0,414000000.0,408000000.0,421000000.0,465000000.0,497000000.0
long_term_assets,0.0,0.0,2402000000.0,2301000000.0,2485000000.0,2658000000.0,4691000000.0,5939000000.0,8507000000.0,7886000000.0
