,2018,2019,2020,2021,2022
revenue,137445413,156826271,142530283,189270620,135823418
net_income,57320172,63592500,40052780,18428624,-55416250
cash_and_equiv,183844925,45943248,93694745,46829977,92378098
long_term_debt,98242182,114199302,133261221,251380800,222794903
long_term_assets,82012049,366464881,384774794,445007411,492108880
depreication,3099906,4988243,7712566,12644077,13454430
