,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,2835000.0,16571000.0,23973000.0,2013000.0,9125000.0,11998000.0,8417000.0,14042000.0,28685000.0,20644000.0
net_income,0.0,-18339000.0,-17956000.0,-19624000.0,-15707000.0,-13480000.0,-28805000.0,-4655000.0,-14660000.0,-15376000.0
long_term_debt,0.0,21193000.0,28380000.0,28256000.0,3525000.0,3054000.0,5815000.0,9560000.0,5040000.0,4209000.0
long_term_assets,0.0,6194000.0,22225000.0,4352000.0,1523000.0,1148000.0,4134000.0,15652000.0,8530000.0,3524000.0
depreication,0.0,358000.0,294000.0,304000.0,279000.0,154000.0,0.0,0.0,0.0,0.0
revenue,0.0,0.0,0.0,0.0,4026000.0,1464000.0,1169000.0,8034000.0,6780000.0,9956000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.56,-25.65
