,2019,2020,2021,2022
revenue,53124000.0,187352000.0,270525000.0,123066000.0
net_income,-13495000.0,-15924000.0,-106589000.0,-99613000.0
eps_diluted,-0.22,-0.23,-1.24,-0.98
cash_and_equiv,7221000.0,32359000.0,102185000.0,44385000.0
depreication,412000.0,47000.0,232000.0,900000.0
long_term_debt,0.0,60593000.0,93248000.0,60340000.0
long_term_assets,0.0,5676000.0,7241000.0,15708000.0
