,2018,2019,2020,2021,2022
net_income,-1142.0,-35400000.0,-24000000.0,-20800000.0,9300000.0
cash_and_equiv,49658.0,654488.0,1200000.0,2300000.0,2700000.0
long_term_assets,162500.0,210100000.0,364600000.0,534000000.0,627300000.0
revenue,0.0,557400000.0,873600000.0,1212800000.0,1571800000.0
long_term_debt,0.0,437000000.0,577100000.0,632200000.0,782400000.0
depreication,0.0,2800000.0,6600000.0,10500000.0,16500000.0
eps_diluted,0.0,0.0,-0.9,-0.74,0.2
