,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,48068.0,22714.0,63011.0,197080.0,375938.0,181647.0,1309912.0,684639.0,367245.0
revenue,0.0,159556.0,704832.0,466267.0,1128245.0,1789823.0,2528356.0,2666829.0,3807053.0
net_income,0.0,22036.0,12664.0,-232380.0,-2504223.0,-6553666.0,1302375.0,-5029380.0,955695.0
long_term_debt,0.0,43635.0,95726.0,100582.0,1319084.0,3278871.0,8134800.0,10628310.0,4339442.0
long_term_assets,0.0,0.0,0.0,1500.0,873.0,3534174.0,3564335.0,2673924.0,1949479.0
depreication,0.0,0.0,0.0,0.0,0.0,389257.0,695471.0,0.0,0.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.01,-0.06,0.01
