,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,18731000.0,19623000.0,25764000.0,26268000.0,48460000.0,33262000.0,34644000.0,8577000.0
revenue,0.0,1036000.0,2095000.0,6000.0,310000.0,140000.0,-483000.0,28826000.0
net_income,0.0,-16941000.0,-3443000.0,-4755000.0,-9981000.0,-12685000.0,-64102000.0,-2582000.0
long_term_debt,0.0,17825000.0,8211000.0,6968000.0,36052000.0,30323000.0,40940000.0,1639000.0
long_term_assets,0.0,535000.0,1349000.0,1093000.0,2487000.0,14122000.0,21202000.0,13277000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,-0.15,-21.7,-0.56
