,2016,2017,2018,2019,2020,2021,2022,2023
cash_and_equiv,5171535.0,5600768.0,4722955.0,3927718.0,6833891,12054015.0,11763445.0,12567463.0
revenue,0.0,5172688.0,5967896.0,5358023.0,5637370,8515561.0,11474348.0,10692613.0
net_income,0.0,572701.0,1144603.0,-946183.0,-1641087,679675.0,743135.0,905892.0
depreication,0.0,118857.0,121934.0,131024.0,164942,195239.0,179207.0,176243.0
long_term_assets,0.0,0.0,1892327.0,1644785.0,2314494,1940123.0,1801606.0,1542551.0
eps_diluted,0.0,0.0,0.0,0.0,4290681,0.16,0.17,0.2
