,2017,2018,2019,2020,2021,2022
cash_and_equiv,126273.0,793766,1029936,11757930,0.0,0.0
revenue,0.0,7556444,9095150,5732734,11667579.0,20139849.0
net_income,0.0,720243,2566836,-3368810,-7390355.0,-16575317.0
long_term_debt,0.0,2170097,3160030,2854908,4611304.0,11679485.0
long_term_assets,0.0,29493,1272735,772317,25713593.0,20407084.0
depreication,0.0,6250,8121,17638,946744.0,1991798.0
