,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,114941000.0,265675000.0,233558000.0,351144000.0,325826000.0,372011000.0,466685000.0,507991000.0,718536000.0,736431000.0,872237000.0,824876000.0,1370826000.0,796283000.0,615733000.0
net_income,0.0,54699000.0,3237000.0,-57661000.0,3956000.0,14165000.0,21921000.0,29448000.0,6664000.0,-66650000.0,47377000.0,59532000.0,53282000.0,741503000.0,373028000.0
eps_diluted,0.0,1.16,0.07,-1.18,0.08,0.28,0.14,0.19,0.04,-0.43,0.31,0.39,0.34,4.73,2.38
long_term_debt,0.0,0.0,307310000.0,308466000.0,292541000.0,438938000.0,622225000.0,661608000.0,690672000.0,670252000.0,940007000.0,1353648000.0,1944371000.0,1785994000.0,1932712000.0
long_term_assets,0.0,0.0,331430000.0,394537000.0,399908000.0,393642000.0,389904000.0,491686000.0,565904000.0,630058000.0,756115000.0,2073352000.0,2468018000.0,3119040000.0,3247214000.0
depreication,0.0,0.0,0.0,0.0,0.0,42397000.0,47557000.0,52433000.0,66083000.0,96510000.0,109680000.0,111515000.0,142810000.0,139577000.0,153716000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3563311000.0,970589000.0,1080798000.0,1330732000.0,1324711000.0,6310187000.0,7444550000.0
