,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-1120.0,-42381.0,-3309673.0,-4731049.0,0.0,0.0,-3729106.0,-5444544.0,-14482126.0,-10288157.0
cash_and_equiv,25000.0,173828.0,832159.0,46286.0,19028.0,71294.0,2979.0,94703.0,5449751.0,374765.0
long_term_assets,0.0,0.0,523517.0,412592.0,295668.0,0.0,1019961.0,93427.0,1188600.0,2280765.0
revenue,0.0,0.0,1127944.0,2691896.0,3941273.0,7936273.0,0.0,0.0,0.0,847.0
depreication,0.0,0.0,32351.0,68075.0,72309.0,44040.0,0.0,12500.0,17935.0,132394.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.03
