,2017,2018,2019,2020,2021,2022
revenue,100761000.0,198077000.0,362780000.0,603466000.0,1028784000.0,1675100000.0
net_income,-2570000.0,-10762000.0,-16710000.0,-24547000.0,-20745000.0,-50160000.0
eps_diluted,-0.04,-0.15,-0.12,-0.08,-0.07,-0.16
cash_and_equiv,60024000.0,53639000.0,597297000.0,224927000.0,270973000.0,338985000.0
depreication,2704000.0,6026000.0,12370000.0,15450000.0,22938000.0,34629000.0
long_term_assets,0.0,57799000.0,134099000.0,172205000.0,509846000.0,660618000.0
