,2020,2021,2022
revenue,4118384.0,30915137.0,106033102.0
net_income,-144994.0,-11213147.0,-89261230.0
long_term_debt,12134493.0,166226099.0,134861822.0
long_term_assets,7999444.0,299965839.0,181314311.0
eps_diluted,0.0,-2.03,-3.45
cash_and_equiv,0.0,31790115.0,13296703.0
