,2019,2020,2021,2022
revenue,0.0,0.0,55000000.0,1658000000.0
net_income,-426000000.0,-1018000000.0,-4688000000.0,-6752000000.0
eps_diluted,-4.35,-10.09,-22.98,-7.4
depreication,7000000.0,29000000.0,197000000.0,652000000.0
cash_and_equiv,0.0,2979000000.0,18133000000.0,11568000000.0
long_term_debt,0.0,686000000.0,2539000000.0,3655000000.0
long_term_assets,0.0,1586000000.0,3735000000.0,4746000000.0
