,2020,2021,2022
revenue,25000.0,82000.0,268000.0
net_income,-19848000.0,-35009000.0,-44186000.0
eps_diluted,-12.76,-2.33,-1.43
cash_and_equiv,13533000.0,58932000.0,29878000.0
long_term_assets,1063000.0,36778000.0,26204000.0
depreication,895000.0,659000.0,756000.0
