,2019,2020,2021,2022
net_income,-548.0,-26551000.0,-65011000.0,-98714000.0
cash_and_equiv,25000.0,15275000.0,14183000.0,19064000.0
long_term_debt,2449.0,43172000.0,13568000.0,22563000.0
long_term_assets,0.0,6403000.0,8788000.0,27790000.0
revenue,0.0,1579000.0,3007000.0,3647000.0
eps_diluted,0.0,-0.26,-0.6,-0.63
