,2019,2020,2021,2022
revenue,102440000.0,215916000.0,562191000.0,611738000.0
net_income,1394000.0,14334000.0,-5968000.0,-176697000.0
eps_diluted,0.02,0.21,-0.06,-1.37
cash_and_equiv,0.0,26259000.0,38832000.0,46319000.0
long_term_debt,0.0,47598000.0,216797000.0,231990000.0
long_term_assets,0.0,123953000.0,503514000.0,312034000.0
depreication,0.0,400000.0,2700000.0,6200000.0
