,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,6987000.0,16798000.0,11340000.0,10906000.0,4420000.0,2142000.0,2415000.0,1125000.0,928000.0
revenue,0.0,767862000.0,745357000.0,612056000.0,198166000.0,204570000.0,603713000.0,658394000.0,640949000.0
net_income,0.0,19711000.0,18632000.0,13765000.0,13861000.0,-7304000.0,18996000.0,21306000.0,25267000.0
eps_diluted,0.0,1.44,1.36,1.01,1.09,-0.99,1.37,1.53,1.81
depreication,0.0,6308000.0,6226000.0,4072000.0,4277000.0,4002000.0,3907000.0,4913000.0,4883000.0
long_term_assets,0.0,0.0,58418000.0,57648000.0,52554000.0,51606000.0,54876000.0,64144000.0,104206000.0
