,2016,2017,2018,2019,2020,2021,2022
revenue,11030079.0,37334966.0,134109632.0,177883105.0,441505231.0,272145821.0,83926614.0
net_income,-30706599.0,-23660913.0,10147465.0,-36846061.0,-47366729.0,-13877363.0,515014.0
eps_diluted,-0.03,-0.03,0.003,-0.01,-0.02,-0.005,0.0001
cash_and_equiv,41056314.0,26720158.0,84859915.0,59905827.0,24669133.0,18232130.0,9724925.0
depreication,555762.0,899018.0,1153606.0,3005008.0,3769273.0,3772121.0,1803031.0
long_term_assets,0.0,2522270.0,5267005.0,6196693.0,28718502.0,5602531.0,2157183.0
