,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,4597000.0,2616000.0,29294000.0,47748000.0,12817000.0,22461000.0,19253000.0,90095000.0,15142000,34863000.0
net_income,0.0,-10347000.0,-3987000.0,-5483000.0,-6483000.0,-14898000.0,-21495000.0,-22714000.0,-65801000,-83815000.0
depreication,0.0,19000.0,89000.0,132000.0,249000.0,293000.0,418000.0,996000.0,1576000,1567000.0
long_term_assets,0.0,0.0,368000.0,639000.0,1086000.0,1068000.0,8678000.0,11829000.0,11035000,8886000.0
revenue,0.0,0.0,0.0,4628000.0,1483000.0,0.0,0.0,0.0,18739000,2329000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.52,-1,-0.99
