,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,185256.0,69178.0,5364582.0,8821329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revenue,0.0,18800.0,75621.0,218283.0,1291587.0,995226.0,859526.0,1783742.0,27461000.0,61249000.0,25858000.0
net_income,0.0,-2472009.0,-3881541.0,-4617500.0,-4186874.0,-5666573.0,-6014312.0,-5713478.0,-17807000.0,-2824000.0,-32087000.0
eps_diluted,0.0,-13.57,-0.87,-0.73,-0.27,-5.36,-1.43,-0.2,-1.5,-0.19,-1.89
long_term_assets,0.0,359387.0,662422.0,946180.0,1806331.0,3123567.0,2739422.0,3840047.0,14858000.0,14725000.0,14530000.0
depreication,0.0,266554.0,251203.0,261409.0,322029.0,575717.0,800905.0,931655.0,1085000.0,1530000.0,1655000.0
