,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-1519958.0,-763677.0,-12013011.0,-18145000.0,-32573000.0,-21320000.0,-19619000.0,-36370000.0,53607000.0,-11102000.0,-32690000.0,-1299000.0,2844000.0
eps_diluted,-0.02,-0.06,0.0,0.0,0.0,0.0,0.0,-6.22,4.74,-0.22,-0.45,-0.02,0.03
cash_and_equiv,373470.0,176471.0,2478250.0,6613000.0,6675000.0,1138000.0,659000.0,917000.0,3463000.0,22415000.0,8027000.0,25930000.0,29430000.0
long_term_assets,1758458.0,2321481.0,8322451.0,18827000.0,32116000.0,58856000.0,57484000.0,35007000.0,60700000.0,95806000.0,70811000.0,70183000.0,84001000.0
depreication,205343.0,662.0,131332.0,437000.0,954000.0,5145000.0,5080000.0,3754000.0,6519000.0,11031000.0,11343000.0,7380000.0,11153000.0
revenue,0.0,0.0,770020.0,0.0,0.0,0.0,0.0,3015000.0,4523000.0,12972000.0,8059000.0,15860000.0,30034000.0
