,2020,2021,2022
revenue,82000.0,638000.0,19474000.0
net_income,-8409000.0,-56093000.0,-111071000.0
eps_diluted,-0.17,-1.06,-1.27
cash_and_equiv,45000.0,96661000.0,13666000.0
long_term_debt,2507000.0,29167000.0,143081000.0
long_term_assets,8474000.0,38422000.0,244636000.0
depreication,0.0,684000.0,10427000.0
