,2020,2021,2022
revenue,3176000.0,3300000.0,2863000.0
net_income,-2459000.0,-952000.0,-1248000.0
eps_diluted,-0.96,-0.37,-0.48
depreication,679000.0,193000.0,28000.0
cash_and_equiv,0.0,1028000.0,693000.0
long_term_debt,0.0,1921000.0,1662000.0
long_term_assets,0.0,4702000.0,4774000.0
