,2016,2017,2018,2019,2020,2021,2022
net_income,-8990000.0,-2300000.0,-5782000.0,-9579000.0,-10941000.0,-54630000.0,-68239000.0
cash_and_equiv,9747000.0,51033000.0,24182000.0,14951000.0,21228000.0,62882000.0,40456000.0
depreication,154000.0,175000.0,690000.0,1301000.0,1544000.0,1510000.0,1023000.0
long_term_debt,0.0,1484000.0,3337000.0,6003000.0,6442000.0,18212000.0,20997000.0
long_term_assets,0.0,1896000.0,4877000.0,8381000.0,7031000.0,6279000.0,13846000.0
eps_diluted,0.0,0.0,0.0,0.0,-0.95,-1.04,-1.01
