,2018,2019,2020,2021,2022
revenue,25999000.0,39080000.0,42110000.0,118349000.0,641959000.0
net_income,102000.0,-7578000.0,-9498000.0,-74259000.0,-326361000.0
cash_and_equiv,22401000.0,90306000.0,573643000.0,509615000.0,1596542000.0
depreication,2314000.0,3154000.0,1138000.0,4872000.0,45630000.0
long_term_assets,0.0,13198000.0,24566000.0,2363136000.0,2976636000.0
eps_diluted,0.0,0.0,-0.7,-0.78,-3.21
