,2016,2017,2018,2019,2020,2021,2022
net_income,-19085000.0,-39744000.0,-25063000.0,-45416000.0,-33620000.0,-144584000.0,-150660000.0
revenue,0.0,0.0,689000.0,595000.0,2595000.0,1675000.0,22655000.0
cash_and_equiv,0.0,89856000.0,335844000.0,19053000.0,55135000.0,55912000.0,68424000.0
long_term_debt,0.0,10755000.0,47905000.0,80555000.0,71765000.0,74879000.0,83558000.0
long_term_assets,0.0,3073000.0,10525000.0,49385000.0,57402000.0,47088000.0,50762000.0
depreication,0.0,0.0,0.0,0.0,2004000.0,2327000.0,2741000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,-1.17,-1.18
