,2019,2020,2021
net_income,-4515.0,-297519.0,-19906722.0
eps_diluted,-0.01,-0.01,-0.08
long_term_assets,0.0,0.0,3500000.0
revenue,0.0,13125.0,0.0
cash_and_equiv,0.0,0.0,108951.0
depreication,0.0,0.0,5611.0
