,2017,2018,2019,2020,2021,2022
net_income,-175000.0,-10507093.0,-8381088.0,-24734280.0,-27898847.0,-38593700.0
cash_and_equiv,0.0,1767080.0,101100.0,15196322.0,16738657.0,5308466.0
depreication,0.0,117.0,2640.0,6613.0,8998.0,52181.0
eps_diluted,0.0,0.0,0.0,0.0,-0.96,-0.69
long_term_assets,0.0,0.0,0.0,0.0,62541.0,83712684.0
revenue,0.0,0.0,0.0,0.0,0.0,135648.0
