,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-1238.0,-27699.0,-10436.0,-17315.0,-15547.0,-291400.0,-1003625.0,26.0,-744805.0,-14478157.0,-44864462.0,-42781958.0,6254790,-8076066
long_term_assets,0.0,0.0,0.0,0.0,0.0,478492.0,758111.0,0.0,0.0,5610165.0,2067336.0,2138081.0,2787927,17148958
cash_and_equiv,0.0,0.0,0.0,0.0,0.0,9037.0,0.0,11725.0,106576.0,296196.0,50026.0,579283.0,6067692,1470807
depreication,0.0,0.0,0.0,0.0,0.0,2911.0,9762.0,10858.0,0.0,664350.0,969893.0,102109.0,685644,1134037
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72222.0,1301332.0,13620160.0,31356251.0,25826632.0,5495146,7744477
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,0,0
