,2019,2020,2021,2022
revenue,115000.0,0.0,0.0,0.0
net_income,-21076000.0,-91361000.0,-86075000.0,-113837000.0
cash_and_equiv,20607000.0,96692000.0,60816000.0,37494000.0
long_term_assets,10947000.0,18815000.0,28123000.0,112250000.0
depreication,401000.0,786000.0,1756000.0,2637000.0
eps_diluted,0.0,0.0,-2.62,-2.61
