,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,863000.0,1437000.0,1321000.0,2459000.0,834000.0,1884000.0,1946000.0,2220000.0,1955000.0,1449000.0,1591000.0,1535000.0,672000.0,415000.0
net_income,0.0,5172000.0,9354000.0,8301000.0,9224000.0,8403000.0,12050000.0,12885000.0,7609000.0,11264000.0,17461000.0,19885000.0,12343000.0,61787000.0
eps_diluted,0.0,0.48,0.87,0.76,0.83,0.75,1.07,1.13,0.67,0.98,1.52,1.72,1.07,5.33
depreication,0.0,15825000.0,16968000.0,17117000.0,16717000.0,16278000.0,16284000.0,16585000.0,15559000.0,15430000.0,17045000.0,17934000.0,18308000.0,18286000.0
long_term_assets,0.0,0.0,174537000.0,164910000.0,150954000.0,145237000.0,147625000.0,148989000.0,144682000.0,167971000.0,165964000.0,168586000.0,173288000.0,164098000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258805000.0,253317000.0,246423000.0,233575000.0,206742000.0,955868000.0
