,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,213000000.0,266000000.0,557000000.0,853000000.0,1358000000.0,1113000000.0,879000000.0,1607000000.0,1814000000.0,1363000000.0
net_income,0.0,-256000000.0,-863000000.0,-125000000.0,-196000000.0,51000000.0,-303000000.0,-4000000.0,429000000.0,-123000000.0
depreication,0.0,954000000.0,780000000.0,718000000.0,750000000.0,733000000.0,713000000.0,653000000.0,664000000.0,617000000.0
eps_diluted,0.0,0.0,-4.73,-0.68,-1.06,0.27,-1.63,-0.02,2.26,-0.68
long_term_debt,0.0,0.0,2629000000.0,4266000000.0,4656000000.0,4721000000.0,4363000000.0,5226000000.0,4950000000.0,4811000000.0
long_term_assets,0.0,0.0,13847000000.0,13560000000.0,13209000000.0,11804000000.0,11101000000.0,10340000000.0,9999000000.0,9506000000.0
revenue,0.0,0.0,0.0,9318000000.0,3174000000.0,3344000000.0,2436000000.0,2392000000.0,12152000000.0,12451000000.0
