,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,1235107.0,1084806.0,667671.0,835012.0,724707.0,1054750.0,1103003.0,1518157.0,1709900.0,2072864.0,2967042.0,5022436.0,7102945.0
revenue,0.0,17878727.0,16577350.0,14891667.0,18458928.0,18343172.0,16416465.0,20139785.0,24392312.0,28317817.0,38604289.0,72475813.0,76335539.0
net_income,0.0,764499.0,78643.0,-375176.0,418351.0,574932.0,-455237.0,237292.0,1196844.0,1375728.0,4423872.0,12574437.0,9960453.0
eps_diluted,0.0,0.15,0.015,-0.07,0.08,0.1,-0.08,0.04,0.22,0.25,0.74,2.07,1.62
long_term_assets,0.0,1522260.0,1283560.0,1331157.0,1304840.0,1596091.0,1327613.0,2216300.0,2383336.0,2869659.0,3450607.0,4554638.0,4237302.0
depreication,0.0,398389.0,420770.0,334049.0,304690.0,371089.0,409534.0,476552.0,695605.0,760217.0,832216.0,1025536.0,1098433.0
