,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,46863000.0,38946000.0,31941000.0,79431000.0,85265000.0,86036000.0,121157000.0,235630000.0,377542000.0,313278000.0
net_income,0.0,-7306000.0,7993000.0,11698000.0,-26737000.0,-74805000.0,-106024000.0,-125730000.0,-194648000.0,-360835000.0
eps_diluted,0.0,-0.62,-0.64,0.2,-0.43,-1.13,-0.16,-0.18,-0.25,-0.43
depreication,0.0,1265000.0,2015000.0,2341000.0,2578000.0,3590000.0,4942000.0,6061000.0,7190000.0,8664000.0
long_term_debt,0.0,0.0,130907000.0,141906000.0,134587000.0,112218000.0,139919000.0,185258000.0,311658000.0,372007000.0
long_term_assets,0.0,0.0,140087000.0,175057000.0,165737000.0,161577000.0,148100000.0,193378000.0,160585000.0,189557000.0
revenue,0.0,0.0,0.0,216080000.0,241203000.0,214109000.0,204890000.0,227976000.0,356128000.0,426409000.0
