,2020,2021,2022
revenue,0.0,0.0,0.0
net_income,-29865997.0,-50901508.0,-62506199.0
eps_diluted,-26.42,-2.54,-2.6
cash_and_equiv,5031079.0,30326352.0,34642340.0
long_term_assets,2908633.0,4751406.0,5691073.0
depreication,618990.0,870285.0,994792.0
