,2020,2021,2022
revenue,15001000.0,30020000.0,38047000.0
net_income,-48287000.0,-36654000.0,-41014000.0
eps_diluted,-4.37,-2.69,-3.01
depreication,562000.0,468000.0,1212000.0
cash_and_equiv,0.0,38704000.0,47112000.0
long_term_assets,0.0,76328000.0,22811000.0
