,2021,2022,2023
revenue,249905000.0,428345000.0,652545000.0
net_income,-210208000.0,-355024000.0,-247422000.0
eps_diluted,-0.92,-1.28,-0.48
depreication,10738000.0,10388000.0,11768000.0
cash_and_equiv,0.0,921218000.0,200670000.0
long_term_assets,0.0,467762000.0,659473000.0
