,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-39799.0,-5449.0,-448.0,-10.0,-2200.0,-1400.0,-9379.0,-32008.0,-2601495.0,-1136693.0,-64552.0,-490743.0,-590059.0,-1547598,-2652626,-5861821,-5557679,-7735683
cash_and_equiv,1281.0,0.0,0.0,0.0,3440.0,1975.0,51.0,383.0,30024.0,-2589.0,210.0,25284.0,69.0,118579,315957,58234,16435,259937
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3211573,5918337,30212420,41991172,39907057
long_term_debt,0.0,0.0,0.0,0.0,0.0,0.0,12455.0,44795.0,6336.0,2124707.0,900328.0,1095731.0,1314261.0,1949502,3855975,7378012,21993888,25928142
long_term_assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106740.0,35831.0,31838.0,27843.0,1074313,6031710,5404935,4507173,3586668
depreication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3995.0,17626,229036,696144,602987,671505
