,2016,2017,2018,2019,2020,2021,2022
revenue,2913500000.0,2889000000.0,3066800000.0,3071000000.0,3273000000.0,4764000000.0,4411000000.0
net_income,-47900000.0,-161500000.0,16400000.0,-9500000.0,-322800000.0,-105000000.0,-78000000.0
depreication,254400000.0,318400000.0,296000000.0,314000000.0,517000000.0,716000000.0,682000000.0
eps_diluted,0.0,-1.06,0.28,0.18,-1.3,-0.22,-0.16
cash_and_equiv,0.0,323400000.0,474800000.0,334000000.0,495000000.0,638000000.0,345000000.0
long_term_debt,0.0,643100000.0,3443000000.0,3173500000.0,8204000000.0,7966000000.0,7538000000.0
long_term_assets,0.0,6816600000.0,6451800000.0,6612700000.0,14276000000.0,13204000000.0,12212000000.0
