,2020,2021,2022
revenue,81520000.0,148247000.0,142887000.0
net_income,-5742000.0,-5814000.0,15922000.0
cash_and_equiv,132059000.0,134225000.0,152236000.0
long_term_assets,3906000.0,13439000.0,11543000.0
depreication,431000.0,1007000.0,1571000.0
eps_diluted,0.0,-0.02,0.06
