,2016,2017,2018,2019,2020,2021,2022
revenue,0.0,14192.0,6500.0,7530,242739.0,50850.0,7770.0
net_income,-433.0,-26672.0,-16421.0,-22728,-389228.0,-410894.0,-187890.0
cash_and_equiv,1065.0,6187.0,6187.0,84181,5.0,0.0,0.0
long_term_assets,-1107.0,6178.0,2409.0,-107462,226502.0,4383.0,0.0
depreication,33.0,2588.0,6895.0,5503,20071.0,0.0,0.0
eps_diluted,0.0,0.0,0.0,0,0.0,0.0,0.0
