,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,546461.0,34258.0,284246.0,4282553,4689966,14824644.0,26411424.0,6720234.0
revenue,0.0,2031562.0,4474953.0,459091,23651551,41883734.0,44480763.0,35403224.0
net_income,0.0,-3896270.0,-1386168.0,62834,12929763,-9395621.0,-19160904.0,-14631432.0
long_term_assets,0.0,667041.0,3375763.0,3227465,78775087,87130549.0,88381016.0,24780306.0
depreication,0.0,44935.0,71276.0,222546,289574,720755.0,1017408.0,0.0
eps_diluted,0.0,0.0,0.0,0,0,0.28,-0.47,-1.24
