,2018,2019,2020,2021,2022
revenue,646791000.0,1324348000.0,2078767000.0,2610495000.0,2400094000.0
net_income,173558000.0,0.0,0.0,0.0,0.0
eps_diluted,-1.37,1.19,1.75,2.82,1.81
cash_and_equiv,210283000.0,302813000.0,677152000.0,959790000.0,1038912000.0
long_term_assets,1122000.0,122398000.0,384868000.0,901951000.0,905543000.0
depreication,547000.0,1098000.0,5527000.0,10353000.0,11161000.0
