,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,18883000.0,42591000.0,112576000.0,266342000.0,131295000.0,147342000.0,117302000.0,196356000.0,184155000.0,170016000.0,435345000.0,145913000.0,150550000.0
net_income,0.0,23615000.0,-19104000.0,-22105000.0,-24111000.0,-33879000.0,-26932000.0,-41138000.0,-59688000.0,-22351000.0,845000.0,152735000.0,92059000.0
depreication,0.0,32673000.0,36907000.0,55509000.0,64451000.0,87036000.0,105642000.0,145490000.0,14363000.0,16690000.0,14166000.0,15482000.0,12580000.0
long_term_debt,0.0,0.0,210764000.0,345592000.0,461738000.0,773609000.0,1068087000.0,1333342000.0,1341635000.0,1378145000.0,1626796000.0,1009361000.0,795633000.0
long_term_assets,0.0,0.0,276770000.0,367035000.0,461450000.0,536346000.0,641466000.0,810278000.0,679570000.0,789875000.0,161362000.0,397773000.0,435377000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,596550000.0,188010000.0,217224000.0,85855000.0,77634000.0,335716000.0,404067000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.81,-3.04,1.28,0.71
