,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,256000.0,5691000.0,10315000.0,87288000.0,34080000.0,29730000.0,85209000.0,112584000.0,109107000.0
net_income,0.0,-10154000.0,-7211000.0,-13862000.0,-41700000.0,-60900000.0,-78300000.0,-89800000.0,0.0
depreication,0.0,11000.0,279000.0,363000.0,409000.0,750000.0,761000.0,646000.0,869000.0
revenue,0.0,0.0,335000.0,993000.0,1692000.0,696000.0,258000.0,3070000.0,48579000.0
long_term_assets,0.0,0.0,1900000.0,1420000.0,4787000.0,10689000.0,14306000.0,13200000.0,11232000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.91,-1.23
