,2019,2020,2021,2022
cash_and_equiv,9000000.0,112904000.0,201466000.0,184429000.0
revenue,0.0,567192000.0,637800000.0,698640000.0
net_income,0.0,26278000.0,-43986000.0,-6521000.0
eps_diluted,0.0,0.19,-0.36,-0.05
long_term_debt,0.0,287065000.0,155932000.0,178884000.0
long_term_assets,0.0,242703000.0,280820000.0,314640000.0
depreication,0.0,11291000.0,12294000.0,13924000.0
