,2015,2016,2017,2018,2019,2020,2021,2022
revenue,2162000000.0,2139000000.0,528000000.0,484000000.0,464000000.0,476000000.0,2212000000.0,2173000000.0
eps_diluted,-3.38,-0.06,0.64,-0.65,-1.63,-0.54,-0.72,-1.74
depreication,100000000.0,114000000.0,127000000.0,132000000.0,110000000.0,114000000.0,119000000.0,107000000.0
cash_and_equiv,0.0,29000000.0,238000000.0,165000000.0,55000000.0,220000000.0,156000000.0,114000000.0
long_term_debt,0.0,1188000000.0,1402000000.0,1274000000.0,1228000000.0,1342000000.0,1459000000.0,2569000000.0
long_term_assets,0.0,1562000000.0,1678000000.0,1360000000.0,1288000000.0,1300000000.0,1275000000.0,936000000.0
