,2020,2021,2022
net_income,-20100000.0,-36794000.0,-48588000.0
cash_and_equiv,16596000.0,7159000.0,17795000.0
long_term_debt,5397000.0,4889000.0,9066000.0
long_term_assets,1352000.0,4683000.0,9786000.0
depreication,209000.0,685000.0,614000.0
eps_diluted,0.0,-1.33,-1.58
