,2020,2021,2022
revenue,548973000.0,187789925.0,1019509000.0
net_income,56837000.0,15541623.0,107653000.0
eps_diluted,0.86,0.1,0.73
cash_and_equiv,45255000.0,0.0,13192000.0
long_term_debt,712706674.0,709993766.0,852461000.0
long_term_assets,705266243.0,930682265.0,907441000.0
